"gid","trial","rep","block","grain.yield"
7313724,"EYTBWB5IR_12",2,6,6.78125053
7400294,"EYTBWB5IR_12",3,1,7.84375042
7400278,"EYTBWB5IR_12",3,1,7.00446421
7400293,"EYTBWB5IR_12",3,1,7.29017939
4755014,"EYTBWB5IR_12",3,1,6.9062506
7400306,"EYTBWB5IR_12",3,1,6.8348216
7400279,"EYTBWB5IR_12",3,2,6.93750024
7400301,"EYTBWB5IR_12",3,2,6.99107151
7400307,"EYTBWB5IR_12",3,2,6.64955463
7400276,"EYTBWB5IR_12",3,2,7.09821412
7312455,"EYTBWB5IR_01",1,6,7.58928679
7400298,"EYTBWB5IR_12",3,2,7.13839345
7400311,"EYTBWB5IR_12",3,3,7.79910772
7400318,"EYTBWB5IR_12",3,3,7.04464384
7400320,"EYTBWB5IR_12",3,3,7.5892869
7400313,"EYTBWB5IR_12",3,3,7.30357175
7313724,"EYTBWB5IR_12",3,3,7.58482154
7400309,"EYTBWB5IR_12",3,4,7.32589369
7400292,"EYTBWB5IR_12",3,4,6.64508936
7400305,"EYTBWB5IR_12",3,4,7.62500057
7400315,"EYTBWB5IR_12",3,4,6.77232178
7312456,"EYTBWB5IR_01",1,6,7.65625082
7400275,"EYTBWB5IR_12",3,4,7.1830369
7400280,"EYTBWB5IR_12",3,5,6.42633927
7313713,"EYTBWB5IR_12",3,5,6.87053615
7400299,"EYTBWB5IR_12",3,5,7.38839348
7400316,"EYTBWB5IR_12",3,5,7.16517981
7400281,"EYTBWB5IR_12",3,5,7.4151793
6176013,"EYTBWB5IR_12",3,6,8.3928573
7400308,"EYTBWB5IR_12",3,6,7.06696466
7313754,"EYTBWB5IR_12",3,6,7.33035787
7400282,"EYTBWB5IR_12",3,6,7.19642933
7398758,"EYTBWB5IR_01",1,6,7.29910785
7313716,"EYTBWB5IR_12",3,6,6.91517918
7398759,"EYTBWB5IR_01",1,6,7.16964388
6176013,"EYTBWB5IR_13",1,1,7.1651791
4755014,"EYTBWB5IR_13",1,1,7.2946434
7313767,"EYTBWB5IR_13",1,1,7.3526797
7313770,"EYTBWB5IR_13",1,1,6.9464291
7400331,"EYTBWB5IR_13",1,1,7.05357113
7400337,"EYTBWB5IR_13",1,2,7.00446416
7313784,"EYTBWB5IR_13",1,2,7.18303619
7313804,"EYTBWB5IR_13",1,2,7.05803622
7313806,"EYTBWB5IR_13",1,2,7.34821425
7312455,"EYTBWB5IR_01",2,1,7.0401798
7400383,"EYTBWB5IR_13",1,2,5.84598228
7313811,"EYTBWB5IR_13",1,3,6.28125031
7400430,"EYTBWB5IR_13",1,3,6.27678634
7400437,"EYTBWB5IR_13",1,3,6.49107137
7400441,"EYTBWB5IR_13",1,3,6.9375004
7400442,"EYTBWB5IR_13",1,3,7.18750043
7400443,"EYTBWB5IR_13",1,4,6.87500046
7400446,"EYTBWB5IR_13",1,4,7.30803649
7400448,"EYTBWB5IR_13",1,4,7.40178652
7400453,"EYTBWB5IR_13",1,4,6.95982155
7312376,"EYTBWB5IR_01",2,1,7.45982129
7400456,"EYTBWB5IR_13",1,4,7.08035758
7400457,"EYTBWB5IR_13",1,5,6.93750061
7400458,"EYTBWB5IR_13",1,5,7.25000064
7400459,"EYTBWB5IR_13",1,5,7.48660767
7400460,"EYTBWB5IR_13",1,5,7.0267867
7400466,"EYTBWB5IR_13",1,5,7.28125073
7400467,"EYTBWB5IR_13",1,6,7.62053676
7400471,"EYTBWB5IR_13",1,6,7.63392979
7400478,"EYTBWB5IR_13",1,6,6.64062582
7400482,"EYTBWB5IR_13",1,6,6.75000085
4755014,"EYTBWB5IR_01",2,1,7.1294645
7400488,"EYTBWB5IR_13",1,6,7.25892988
7400471,"EYTBWB5IR_13",2,1,7.3705368
7400383,"EYTBWB5IR_13",2,1,7.43303629
4755014,"EYTBWB5IR_13",2,1,6.6272325
7400442,"EYTBWB5IR_13",2,1,7.82589344
7400430,"EYTBWB5IR_13",2,1,6.41517935
7400446,"EYTBWB5IR_13",2,2,7.9821435
7400459,"EYTBWB5IR_13",2,2,6.49776868
7400337,"EYTBWB5IR_13",2,2,7.35267917
7400478,"EYTBWB5IR_13",2,2,6.08705483
7312394,"EYTBWB5IR_01",2,1,7.47767944
7400331,"EYTBWB5IR_13",2,2,6.97767914
7400437,"EYTBWB5IR_13",2,3,6.95089338
7400441,"EYTBWB5IR_13",2,3,7.53125041
7400457,"EYTBWB5IR_13",2,3,7.21428662
7400443,"EYTBWB5IR_13",2,3,7.17410747
7400467,"EYTBWB5IR_13",2,3,7.06250077
7313770,"EYTBWB5IR_13",2,4,6.88839311
7400453,"EYTBWB5IR_13",2,4,7.12946456
6176013,"EYTBWB5IR_13",2,4,7.6428572
7313784,"EYTBWB5IR_13",2,4,7.6160712
7398685,"EYTBWB5IR_01",2,1,7.24553635
7400482,"EYTBWB5IR_13",2,4,6.10267986
7400458,"EYTBWB5IR_13",2,5,7.00000065
7400456,"EYTBWB5IR_13",2,5,7.10267959
7400466,"EYTBWB5IR_13",2,5,7.03571474
7313767,"EYTBWB5IR_13",2,5,6.7410718
7313806,"EYTBWB5IR_13",2,5,8.02232126
7313811,"EYTBWB5IR_13",2,6,7.10714332
7400488,"EYTBWB5IR_13",2,6,7.36607189
7313804,"EYTBWB5IR_13",2,6,7.29464323
7400460,"EYTBWB5IR_13",2,6,7.96875071
7312402,"EYTBWB5IR_01",2,2,7.7946435
7400448,"EYTBWB5IR_13",2,6,7.24553653
7400441,"EYTBWB5IR_13",3,1,7.55803642
7313784,"EYTBWB5IR_13",3,1,7.49553621
7400437,"EYTBWB5IR_13",3,1,7.31696439
4755014,"EYTBWB5IR_13",3,1,6.7187506
7400456,"EYTBWB5IR_13",3,1,7.0803576
7313804,"EYTBWB5IR_13",3,2,7.88392924
7400446,"EYTBWB5IR_13",3,2,7.17410751
7400457,"EYTBWB5IR_13",3,2,6.78125063
7313770,"EYTBWB5IR_13",3,2,7.34821412
7312439,"EYTBWB5IR_01",2,2,7.05357168
7400442,"EYTBWB5IR_13",3,2,7.44196445
7400460,"EYTBWB5IR_13",3,3,7.10267972
7400478,"EYTBWB5IR_13",3,3,6.44419684
7400488,"EYTBWB5IR_13",3,3,7.2455369
7400466,"EYTBWB5IR_13",3,3,7.39732175
7400448,"EYTBWB5IR_13",3,3,7.51785754
7400459,"EYTBWB5IR_13",3,4,7.23660769
7400430,"EYTBWB5IR_13",3,4,6.73660736
7400453,"EYTBWB5IR_13",3,4,7.29017957
7400467,"EYTBWB5IR_13",3,4,7.62053678
7398595,"EYTBWB5IR_01",2,2,6.58705417
7313767,"EYTBWB5IR_13",3,4,7.2544649
7313806,"EYTBWB5IR_13",3,5,7.56250027
7400331,"EYTBWB5IR_13",3,5,7.10267915
7400443,"EYTBWB5IR_13",3,5,7.53571448
7400471,"EYTBWB5IR_13",3,5,7.00892981
7400383,"EYTBWB5IR_13",3,5,6.8794643
6176013,"EYTBWB5IR_13",3,6,7.6562503
7400458,"EYTBWB5IR_13",3,6,7.03125066
7400482,"EYTBWB5IR_13",3,6,6.42633987
7313811,"EYTBWB5IR_13",3,6,7.45535733
7312456,"EYTBWB5IR_01",2,2,7.89732183
7400337,"EYTBWB5IR_13",3,6,7.61607118
7312319,"EYTBWB5IR_01",2,2,6.62276814
6176013,"EYTBWB5IR_14",1,1,8.1964291
4755014,"EYTBWB5IR_14",1,1,7.5982144
7400490,"EYTBWB5IR_14",1,1,6.9553577
7400491,"EYTBWB5IR_14",1,1,7.7276791
7400511,"EYTBWB5IR_14",1,1,7.15178613
7313888,"EYTBWB5IR_14",1,2,7.56696416
7400518,"EYTBWB5IR_14",1,2,7.40625019
7310170,"EYTBWB5IR_14",1,2,7.08928622
7310172,"EYTBWB5IR_14",1,2,7.09821425
7312386,"EYTBWB5IR_01",2,3,7.04910738
7395684,"EYTBWB5IR_14",1,2,7.37500028
7395692,"EYTBWB5IR_14",1,3,7.50000031
7395694,"EYTBWB5IR_14",1,3,7.83035734
7395778,"EYTBWB5IR_14",1,3,7.57142937
7395817,"EYTBWB5IR_14",1,3,6.6071434
7395818,"EYTBWB5IR_14",1,3,7.23660743
7395822,"EYTBWB5IR_14",1,4,6.81250046
7310203,"EYTBWB5IR_14",1,4,7.19642949
7395864,"EYTBWB5IR_14",1,4,6.83928652
7395895,"EYTBWB5IR_14",1,4,6.42187555
7312388,"EYTBWB5IR_01",2,3,6.94642941
7395899,"EYTBWB5IR_14",1,4,7.11160758
7395900,"EYTBWB5IR_14",1,5,7.12500061
7395904,"EYTBWB5IR_14",1,5,6.95535764
7395907,"EYTBWB5IR_14",1,5,7.29910767
7395914,"EYTBWB5IR_14",1,5,6.8928577
7395915,"EYTBWB5IR_14",1,5,7.36607173
7395926,"EYTBWB5IR_14",1,6,7.32589376
7395927,"EYTBWB5IR_14",1,6,6.27232179
7395953,"EYTBWB5IR_14",1,6,6.17187582
7395964,"EYTBWB5IR_14",1,6,7.12946485
7398701,"EYTBWB5IR_01",2,3,7.06250062
7395966,"EYTBWB5IR_14",1,6,6.85267988
7395927,"EYTBWB5IR_14",2,1,6.9598218
7395684,"EYTBWB5IR_14",2,1,7.73660729
4755014,"EYTBWB5IR_14",2,1,7.1875005
7395818,"EYTBWB5IR_14",2,1,7.29017944
7395694,"EYTBWB5IR_14",2,1,7.66071435
7310203,"EYTBWB5IR_14",2,2,7.6383935
7395907,"EYTBWB5IR_14",2,2,7.18750068
7313888,"EYTBWB5IR_14",2,2,7.46875017
7395953,"EYTBWB5IR_14",2,2,7.21428683
7312398,"EYTBWB5IR_01",2,3,7.27232147
7400511,"EYTBWB5IR_14",2,2,7.03571414
7395778,"EYTBWB5IR_14",2,3,7.01785738
7395817,"EYTBWB5IR_14",2,3,6.84375041
7395900,"EYTBWB5IR_14",2,3,7.59821462
7395822,"EYTBWB5IR_14",2,3,7.32142947
7395926,"EYTBWB5IR_14",2,3,7.69642977
7400491,"EYTBWB5IR_14",2,4,7.66517911
7395895,"EYTBWB5IR_14",2,4,6.91964356
6176013,"EYTBWB5IR_14",2,4,7.9642862
7400518,"EYTBWB5IR_14",2,4,7.2812502
7312454,"EYTBWB5IR_01",2,3,7.22767977
7395964,"EYTBWB5IR_14",2,4,6.93303686
7395904,"EYTBWB5IR_14",2,5,6.93303665
7395899,"EYTBWB5IR_14",2,5,7.63392959
7395915,"EYTBWB5IR_14",2,5,6.97767974
7400490,"EYTBWB5IR_14",2,5,6.8750008
7310172,"EYTBWB5IR_14",2,5,6.63169626
7395692,"EYTBWB5IR_14",2,6,7.38839332
7395966,"EYTBWB5IR_14",2,6,7.59821489
7310170,"EYTBWB5IR_14",2,6,6.48660723
7395914,"EYTBWB5IR_14",2,6,7.66071471
7312313,"EYTBWB5IR_01",2,4,7.13392911
7395864,"EYTBWB5IR_14",2,6,7.51339353
7395817,"EYTBWB5IR_14",3,1,6.79464342
7400518,"EYTBWB5IR_14",3,1,7.07142921
7395778,"EYTBWB5IR_14",3,1,6.40401839
4755014,"EYTBWB5IR_14",3,1,6.7857146
7395899,"EYTBWB5IR_14",3,1,7.6383936
7310170,"EYTBWB5IR_14",3,2,6.91964324
7310203,"EYTBWB5IR_14",3,2,7.20535751
7395900,"EYTBWB5IR_14",3,2,7.71428663
7400491,"EYTBWB5IR_14",3,2,7.52232112
7312413,"EYTBWB5IR_01",2,4,7.50892956
7395818,"EYTBWB5IR_14",3,2,6.74553645
7395914,"EYTBWB5IR_14",3,3,7.28125072
7395953,"EYTBWB5IR_14",3,3,7.18750084
7395966,"EYTBWB5IR_14",3,3,7.7991079
7395915,"EYTBWB5IR_14",3,3,7.26785775
7395864,"EYTBWB5IR_14",3,3,7.61160754
7395907,"EYTBWB5IR_14",3,4,7.25446469
7395694,"EYTBWB5IR_14",3,4,8.02232136
7395895,"EYTBWB5IR_14",3,4,6.87053657
7395926,"EYTBWB5IR_14",3,4,7.74107178
6176013,"EYTBWB5IR_01",2,4,8.0044642
7400490,"EYTBWB5IR_14",3,4,7.3214299
7310172,"EYTBWB5IR_14",3,5,7.11160727
7400511,"EYTBWB5IR_14",3,5,7.62500015
7395822,"EYTBWB5IR_14",3,5,7.30803648
7395927,"EYTBWB5IR_14",3,5,6.87053681
7395684,"EYTBWB5IR_14",3,5,7.6473213
6176013,"EYTBWB5IR_14",3,6,7.9598213
7395904,"EYTBWB5IR_14",3,6,7.37946466
7395964,"EYTBWB5IR_14",3,6,7.16517987
7395692,"EYTBWB5IR_14",3,6,7.16964333
7398603,"EYTBWB5IR_01",2,4,6.9732142
7313888,"EYTBWB5IR_14",3,6,7.27678618
7398758,"EYTBWB5IR_01",2,4,6.67187586
6176013,"EYTBWB5IR_15",1,1,8.1160711
4755014,"EYTBWB5IR_15",1,1,7.4330364
7395971,"EYTBWB5IR_15",1,1,6.9464297
7395976,"EYTBWB5IR_15",1,1,7.5982141
7310216,"EYTBWB5IR_15",1,1,7.57589313
7396029,"EYTBWB5IR_15",1,2,7.50446416
7396039,"EYTBWB5IR_15",1,2,8.11607119
7396051,"EYTBWB5IR_15",1,2,7.50446422
7396072,"EYTBWB5IR_15",1,2,7.25892925
7312429,"EYTBWB5IR_01",2,5,6.85714365
7396083,"EYTBWB5IR_15",1,2,6.95089328
7396102,"EYTBWB5IR_15",1,3,7.42857131
7396103,"EYTBWB5IR_15",1,3,7.74107134
7396104,"EYTBWB5IR_15",1,3,7.60714337
7310251,"EYTBWB5IR_15",1,3,7.8214294
7396125,"EYTBWB5IR_15",1,3,7.74107143
7396126,"EYTBWB5IR_15",1,4,6.88839346
